scientific_name,obs_year,obs_month,obs_date,longitude,latitude
Buergeria japonica,2016,2,28,121.024705664744,24.6905205868497
Buergeria japonica,2016,2,28,121.024705664744,24.6905205868497
Buergeria japonica,2016,3,17,121.024705664744,24.6905205868497
Buergeria japonica,2016,3,17,121.024705664744,24.6905205868497
Buergeria japonica,2016,5,19,121.014823399193,24.690521887839
Buergeria japonica,2016,5,19,121.014823399193,24.690521887839
Buergeria japonica,2016,5,31,121.014823399193,24.690521887839
Buergeria japonica,2016,4,30,121.014823399193,24.690521887839
Buergeria japonica,2016,4,30,121.014823399193,24.690521887839
Buergeria japonica,2016,5,31,121.014823399193,24.690521887839
Buergeria japonica,2016,3,20,121.014823399193,24.690521887839
Buergeria japonica,2016,3,20,121.014823399193,24.690521887839
Buergeria japonica,2016,3,20,121.014823399193,24.690521887839
Buergeria japonica,2016,4,30,121.014823399193,24.690521887839
Buergeria japonica,2016,5,31,121.014823399193,24.690521887839
Buergeria japonica,2016,6,30,121.014823399193,24.690521887839
Buergeria japonica,2016,3,20,121.014823399193,24.690521887839
Buergeria japonica,2016,3,20,121.014823399193,24.690521887839
Buergeria japonica,2016,3,20,121.014823399193,24.690521887839
Buergeria japonica,2016,3,20,121.014823399193,24.690521887839
Buergeria japonica,2016,4,30,121.014823399193,24.690521887839
Buergeria japonica,2016,5,31,121.014823399193,24.690521887839
Buergeria japonica,2016,5,31,121.014823399193,24.690521887839
Buergeria japonica,2016,6,30,121.014823399193,24.690521887839
Buergeria japonica,2016,6,30,121.014823399193,24.690521887839
Buergeria japonica,2016,6,30,121.014823399193,24.690521887839
Buergeria japonica,2016,6,30,121.014823399193,24.690521887839
Buergeria japonica,2016,7,30,121.014823399193,24.690521887839
Buergeria japonica,2016,5,26,121.014824467434,24.6995506386836
Buergeria japonica,2016,5,26,121.014824467434,24.6995506386836
Buergeria japonica,2016,10,22,121.014824467434,24.6995506386836
Buergeria japonica,2016,5,30,121.024698551799,24.6544054770803
Buergeria japonica,2016,5,30,121.024698551799,24.6544054770803
Buergeria japonica,2016,5,30,121.024698551799,24.6544054770803
Buergeria japonica,2016,5,30,121.024698551799,24.6544054770803
Buergeria japonica,2016,5,30,121.024698551799,24.6544054770803
Buergeria japonica,2016,7,30,121.024698551799,24.6544054770803
Buergeria japonica,2016,6,4,121.143292684626,24.6904542365508
Buergeria japonica,2016,6,4,121.143292684626,24.6904542365508
Buergeria japonica,2016,9,24,121.143292684626,24.6904542365508
Buergeria japonica,2016,9,24,121.143292684626,24.6904542365508
Buergeria japonica,2016,6,11,121.153196994101,24.7085019059677
Buergeria japonica,2016,6,11,121.153196994101,24.7085019059677
Buergeria japonica,2016,6,11,121.153196994101,24.7085019059677
Buergeria japonica,2016,6,11,121.153196994101,24.7085019059677
Buergeria japonica,2016,4,16,121.153196994101,24.7085019059677
Buergeria japonica,2016,4,16,121.153196994101,24.7085019059677
Buergeria japonica,2016,5,14,121.153196994101,24.7085019059677
Buergeria japonica,2016,5,14,121.153196994101,24.7085019059677
Buergeria japonica,2016,5,14,121.153196994101,24.7085019059677
Buergeria japonica,2016,6,11,121.153196994101,24.7085019059677
Buergeria japonica,2016,6,11,121.153196994101,24.7085019059677
Buergeria japonica,2016,8,13,121.153196994101,24.7085019059677
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,6,26,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,6,26,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,6,26,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,6,26,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,6,26,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,6,26,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,9,15,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163174897146,24.7807207272523
Buergeria japonica,2016,6,26,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,9,15,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,9,15,121.163174897146,24.7807207272523
Buergeria japonica,2016,1,2,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,4,4,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,5,14,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,7,20,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,8,21,121.163174897146,24.7807207272523
Buergeria japonica,2016,9,15,121.163174897146,24.7807207272523
Buergeria japonica,2016,9,15,121.163174897146,24.7807207272523
Buergeria japonica,2016,2,12,121.163186705012,24.7897493329901
Buergeria japonica,2016,5,14,121.163186705012,24.7897493329901
Buergeria japonica,2016,7,20,121.163186705012,24.7897493329901
Buergeria japonica,2016,6,26,121.163186705012,24.7897493329901
Buergeria japonica,2016,4,4,121.163186705012,24.7897493329901
Buergeria japonica,2016,2,12,121.163186705012,24.7897493329901
Buergeria japonica,2016,7,20,121.163186705012,24.7897493329901
Buergeria japonica,2016,6,26,121.163186705012,24.7897493329901
Buergeria japonica,2016,4,4,121.163186705012,24.7897493329901
Buergeria japonica,2016,4,4,121.163186705012,24.7897493329901
Buergeria japonica,2016,8,21,121.163186705012,24.7897493329901
Buergeria japonica,2016,4,4,121.163186705012,24.7897493329901
Buergeria japonica,2016,7,20,121.163186705012,24.7897493329901
Buergeria japonica,2016,8,21,121.163186705012,24.7897493329901
Buergeria japonica,2016,6,26,121.163186705012,24.7897493329901
Buergeria japonica,2016,9,15,121.163186705012,24.7897493329901
Buergeria japonica,2016,2,12,121.163186705012,24.7897493329901
Buergeria japonica,2016,4,4,121.163186705012,24.7897493329901
Buergeria japonica,2016,5,14,121.163186705012,24.7897493329901
Buergeria japonica,2016,7,20,121.163186705012,24.7897493329901
Buergeria japonica,2016,7,20,121.163186705012,24.7897493329901
Buergeria japonica,2016,8,21,121.163186705012,24.7897493329901
Buergeria japonica,2016,8,21,121.163186705012,24.7897493329901
Buergeria japonica,2016,2,12,121.163186705012,24.7897493329901
Buergeria japonica,2016,5,14,121.163186705012,24.7897493329901
Buergeria japonica,2016,5,14,121.163186705012,24.7897493329901
Buergeria japonica,2016,7,20,121.163186705012,24.7897493329901
Buergeria japonica,2016,8,21,121.163186705012,24.7897493329901
Buergeria japonica,2016,8,21,121.163186705012,24.7897493329901
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,10,2,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,1,10,121.182980082138,24.7987550475855
Buergeria japonica,2016,3,6,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,10,2,121.182980082138,24.7987550475855
Buergeria japonica,2016,7,9,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,9,24,121.182980082138,24.7987550475855
Buergeria japonica,2016,10,2,121.182980082138,24.7987550475855
Buergeria japonica,2016,7,9,121.182980082138,24.7987550475855
Buergeria japonica,2016,7,9,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,7,9,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,9,24,121.182980082138,24.7987550475855
Buergeria japonica,2016,3,6,121.182980082138,24.7987550475855
Buergeria japonica,2016,5,8,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,10,2,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182980082138,24.7987550475855
Buergeria japonica,2016,6,12,121.182980082138,24.7987550475855
Buergeria japonica,2016,7,9,121.182980082138,24.7987550475855
Buergeria japonica,2016,7,9,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,8,13,121.182980082138,24.7987550475855
Buergeria japonica,2016,4,17,121.182966836604,24.7897264621737
Buergeria japonica,2016,9,24,121.182966836604,24.7897264621737
Buergeria japonica,2016,8,13,121.182966836604,24.7897264621737
Buergeria japonica,2016,3,6,121.182966836604,24.7897264621737
Buergeria japonica,2016,4,17,121.182966836604,24.7897264621737
Buergeria japonica,2016,5,8,121.182966836604,24.7897264621737
Buergeria japonica,2016,6,4,121.182966836604,24.7897264621737
Buergeria japonica,2016,6,4,121.182966836604,24.7897264621737
Buergeria japonica,2016,6,4,121.182966836604,24.7897264621737
Buergeria japonica,2016,5,7,121.182966836604,24.7897264621737
Buergeria japonica,2016,6,4,121.182966836604,24.7897264621737
Buergeria japonica,2016,7,8,121.182966836604,24.7897264621737
Buergeria japonica,2016,8,10,121.182966836604,24.7897264621737
Buergeria japonica,2016,5,7,121.182966836604,24.7897264621737
Buergeria japonica,2016,7,8,121.182966836604,24.7897264621737
Buergeria japonica,2016,7,8,121.182966836604,24.7897264621737
Buergeria japonica,2016,3,5,121.182966836604,24.7897264621737
Buergeria japonica,2016,5,7,121.182966836604,24.7897264621737
Buergeria japonica,2016,5,7,121.182966836604,24.7897264621737
Buergeria japonica,2016,7,8,121.182966836604,24.7897264621737
Buergeria japonica,2016,4,3,121.182966836604,24.7897264621737
Buergeria japonica,2016,7,8,121.182966836604,24.7897264621737
Buergeria japonica,2016,7,8,121.182966836604,24.7897264621737
Buergeria japonica,2016,3,5,121.182966836604,24.7897264621737
Buergeria japonica,2016,3,5,121.182966836604,24.7897264621737
Buergeria japonica,2016,4,3,121.182966836604,24.7897264621737
Buergeria japonica,2016,4,3,121.182966836604,24.7897264621737
Buergeria japonica,2016,5,7,121.182966836604,24.7897264621737
Buergeria japonica,2016,9,18,121.182966836604,24.7897264621737
