scientific_name,obs_year,obs_month,obs_date,longitude,latitude
Buergeria otai,2017,5,25,120.410999349759,22.7299467323815
Buergeria otai,2017,6,4,120.449541749735,22.8294217281794
Buergeria otai,2017,9,22,121.486062302991,23.8771234793199
Buergeria otai,2017,10,21,121.121768795412,22.8122643406765
Buergeria otai,2017,10,21,121.121768795412,22.8122643406765
Buergeria otai,2017,9,28,121.508344464575,24.5452042177198
Buergeria otai,2017,10,20,121.063336526776,22.8484219702473
Buergeria otai,2017,10,20,121.063336526776,22.8484219702473
Buergeria otai,2017,10,20,121.063336526776,22.8484219702473
Buergeria otai,2017,10,20,121.063336526776,22.8484219702473
Buergeria otai,2017,10,17,120.644764413973,22.6854824353789
Buergeria otai,2017,10,20,120.64492702899,22.6222657523606
Buergeria otai,2017,10,20,120.64492702899,22.6222657523606
Buergeria otai,2017,10,20,120.64492702899,22.6222657523606
Buergeria otai,2017,10,28,120.888265103399,22.4510260212752
Buergeria otai,2017,10,28,120.888265103399,22.4510260212752
Buergeria otai,2017,10,28,120.888265103399,22.4510260212752
Buergeria otai,2017,10,28,120.888257865534,22.4600573557055
Buergeria otai,2017,10,28,120.907679291446,22.4781322930412
Buergeria otai,2017,10,28,120.917402607764,22.46910624193
Buergeria otai,2017,10,28,120.936808567783,22.5323340919845
Buergeria otai,2017,10,28,120.936808567783,22.5323340919845
Buergeria otai,2017,10,28,120.936808567783,22.5323340919845
Buergeria otai,2017,10,28,120.936808567783,22.5323340919845
Buergeria otai,2017,10,20,120.64492702899,22.6222657523606
Buergeria otai,2017,10,20,120.64492702899,22.6222657523606
Buergeria otai,2017,10,17,120.644764413973,22.6854824353789
Buergeria otai,2017,10,28,121.607570975732,24.6531794277418
Buergeria otai,2017,11,3,121.063336526776,22.8484219702473
Buergeria otai,2017,11,3,121.063336526776,22.8484219702473
Buergeria otai,2017,11,4,121.755532682809,24.6163952132562
Buergeria otai,2017,11,4,121.755532682809,24.6163952132562
Buergeria otai,2017,11,4,121.755532682809,24.6163952132562
Buergeria otai,2017,11,3,121.063336526776,22.8484219702473
Buergeria otai,2017,10,5,121.696428890532,24.6437655745491
Buergeria otai,2017,11,4,121.755532682809,24.6163952132562
Buergeria otai,2017,10,5,121.696428890532,24.6437655745491
Buergeria otai,2017,11,4,121.755532682809,24.6163952132562
Buergeria otai,2017,11,4,121.755532682809,24.6163952132562
Buergeria otai,2017,11,4,121.755532682809,24.6163952132562
Buergeria otai,2017,11,3,121.063336526776,22.8484219702473
Buergeria otai,2017,11,4,121.004866595752,22.69490756094
Buergeria otai,2017,11,4,121.004866595752,22.69490756094
Buergeria otai,2017,11,4,121.004866595752,22.69490756094
Buergeria otai,2017,11,7,121.141186697116,22.7490315583086
Buergeria otai,2017,10,24,121.584010249355,23.8226063979004
Buergeria otai,2017,10,24,121.584010249355,23.8226063979004
Buergeria otai,2017,10,25,121.564224357466,23.7865620277533
Buergeria otai,2017,10,25,121.554182685717,23.7324209655555
Buergeria otai,2017,10,25,121.554182685717,23.7324209655555
Buergeria otai,2017,10,25,121.544262054026,23.7053673103072
Buergeria otai,2017,10,25,121.544262054026,23.7053673103072
Buergeria otai,2017,10,25,121.544262054026,23.7053673103072
Buergeria otai,2017,10,25,121.544262054026,23.7053673103072
Buergeria otai,2017,10,3,121.496053671211,23.9222389412296
Buergeria otai,2017,10,3,121.496053671211,23.9222389412296
Buergeria otai,2017,10,3,121.496053671211,23.9222389412296
Buergeria otai,2017,10,3,121.496053671211,23.9222389412296
Buergeria otai,2017,10,3,121.496053671211,23.9222389412296
Buergeria otai,2017,10,3,121.496053671211,23.9222389412296
Buergeria otai,2017,10,25,121.534089016546,23.6151056674934
Buergeria otai,2017,10,25,121.534089016546,23.6151056674934
Buergeria otai,2017,10,3,121.486062302991,23.8771234793199
Buergeria otai,2017,10,3,121.486062302991,23.8771234793199
Buergeria otai,2017,10,25,121.534089016546,23.6151056674934
Buergeria otai,2017,10,25,121.534089016546,23.6151056674934
Buergeria otai,2017,10,25,121.524181852931,23.5880500833231
Buergeria otai,2017,10,25,121.524181852931,23.5880500833231
Buergeria otai,2017,10,25,121.524181852931,23.5880500833231
Buergeria otai,2017,10,27,121.636978311944,24.6079153589166
Buergeria otai,2017,10,27,121.636978311944,24.6079153589166
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,120.975689270526,22.5684696402888
Buergeria otai,2017,10,31,121.034084066522,22.7671523329763
Buergeria otai,2017,10,31,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,120.975689270526,22.5684696402888
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,10,30,121.034084066522,22.7671523329763
Buergeria otai,2017,11,1,120.878627493049,22.3607051345567
Buergeria otai,2017,11,1,120.878549041509,22.4510190027705
Buergeria otai,2017,11,1,120.878549041509,22.4510190027705
Buergeria otai,2017,11,19,120.917407960231,22.4600749097943
Buergeria otai,2017,11,19,120.917407960231,22.4600749097943
Buergeria otai,2017,11,19,120.917407960231,22.4600749097943
Buergeria otai,2017,12,3,121.497060921599,24.1840850119303
Buergeria otai,2017,12,3,121.497060921599,24.1840850119303
Buergeria otai,2017,12,3,121.497060921599,24.1840850119303
